Customer ID,Title,First Name,Middle Name,Last Name,Suffix,Street Address1,Street Address2,City-ZipCode-State,Birth Date,Education Level,Occupation,Gender,Marital Status,Home Owner Status,Number of Cars Owned,Number of Children At Home,Total Number of Children,Annual Income,Avg Monthly Spend,eBook Subscriber Flag
18331,,Jerry,,Chande,,9950 Edward Ave,,New York-10001-New York,6/8/40,Partial College,Clerical,M,M,0,2,0,2,55543,62,0
18332,,Emmanuel,,Malhotra,,408 Listing Ct.,,Toledo-43601-Ohio,1/12/40,Partial College,Clerical,M,M,0,2,0,2,47810,58,0
18333,,Meredith,,Patel,,2413 Roanwood Way,,Arlington-76010-Texas,8/21/41,Partial College,Clerical,F,S,1,2,0,2,43888,36,0
18334,,Edwin,,Ye,,1652 Willcrest Circle,,Omaha-68101-Nebraska,10/26/41,Partial College,Clerical,M,M,0,2,0,2,51162,71,0
18335,,Ricky,E,Diaz,,4003 Woodcrest Dr,,Orlando-32801-Florida,10/9/42,Bachelors,Management,M,M,1,2,0,2,62149,68,0
18337,,Audrey,,Serrano,,1631 Via Cordona,,Orlando-32801-Florida,8/14/42,Graduate Degree,Management,F,S,1,1,0,2,71079,42,0
18338,,Nina,,Andersen,,2461 Orangewood Court,,Cincinnati-45201-Ohio,7/15/42,Graduate Degree,Management,F,S,1,1,0,2,47053,37,0
18340,,Arianna,,Cooper,,4101 Buckthorn Court,,Wichita-67201-Kansas,4/22/76,Partial College,Skilled Manual,F,S,1,1,0,0,22537,43,0
18341,,Russell,,Goel,,4427 Langford Court,,Newark-7101-New Jersey,5/3/76,Partial College,Skilled Manual,M,S,0,1,0,0,50983,64,0
18342,,Victoria,,James,,1867 Seville,,Washington-20001-DC,7/15/76,Partial College,Skilled Manual,F,S,1,1,0,0,41738,47,0
18343,,Dalton,,Green,,5870 Matheson Road,,Irvine-92602-California,7/28/76,Partial College,Skilled Manual,M,S,0,1,0,0,46776,66,0
18344,,Caleb,,Turner,,615 Maria Vega Court,,Philadelphia-19101-Pennsylvania,2/21/76,Partial College,Skilled Manual,M,S,1,1,0,0,90790,77,0
18345,,Samantha,,Bryant,,5065 Fairfield Ave,,Aurora-80010-Colorado,9/19/75,High School,Skilled Manual,F,M,1,2,0,0,34697,47,0
18346,,Anna,H,Flores,,4525 Benedict Ct.,,Tulsa-74101-Oklahoma,8/22/74,Partial College,Skilled Manual,F,S,0,1,0,0,46346,50,0
18347,,Alyssa,J,Clark,,208 Mobile Lane,,Phoenix-85001-Arizona,11/2/74,Partial College,Skilled Manual,F,S,0,1,0,0,44295,42,0
18348,,Katelyn,,Roberts,,5566 Banyan Circle,,Cincinnati-45201-Ohio,11/2/74,Partial College,Skilled Manual,F,S,0,1,0,0,39258,46,0
18349,,Jacob,,Robinson,,591 Merriewood Drive,,Saint Paul-55101-Minnesota,4/16/74,Partial College,Skilled Manual,M,S,1,1,0,0,50036,68,0
18351,,Alexander,,Smith,,5460 Kipling Court,,Jacksonville-32099-Florida,2/13/72,Partial College,Skilled Manual,M,M,1,2,0,0,97376,78,0
18352,,Noah,A,Thomas,,5446 Via Estrella,,Seattle-98101-Washington,11/22/72,Bachelors,Management,M,M,1,1,0,0,112759,87,0
18353,,Robert,,Anderson,,9891 Clayton Way,,New York-10001-New York,2/10/72,Bachelors,Management,M,M,1,1,0,0,139577,85,0
18354,,Alvin,A,Nara,,4833 Maine Dr.,Unit C4,Tampa-33601-Florida,5/20/67,Graduate Degree,Management,M,M,1,0,0,0,189314,88,0
18355,,Edward,R,Foster,,2106 Chilpancingo Pkwy.,,Tampa-33601-Florida,7/23/68,Bachelors,Management,M,M,1,1,4,4,146121,157,1
18356,,Alexander,S,Lee,,1792 Del Monte Ct.,,Charlotte-28201-North Carolina,8/2/68,Partial College,Skilled Manual,M,M,1,2,4,4,108046,142,0
18357,,Trinity,,Reed,,4334 Fremont Street,,Stockton-95201-California,8/15/68,Bachelors,Management,F,M,1,3,0,2,107548,61,0
18359,,Alexandria,,Bryant,,8817 Cynthia Drive,,Milwaukee-53201-Wisconsin,3/12/79,Partial College,Skilled Manual,F,S,0,1,0,0,74592,43,0
18360,,Eric,E,Li,,9555 Mt. Whitney Way,,Newark-7101-New Jersey,9/13/79,Partial College,Skilled Manual,M,M,1,1,0,0,93298,80,0
18361,,Marcus,,Simmons,,7648 S. Bascom Ave.,,Atlanta-30301-Georgia,12/26/79,Partial College,Skilled Manual,M,S,0,2,0,0,95829,71,0
18362,,Erin,L,Howard,,4613 Pine Drive,,Aurora-80010-Colorado,11/13/78,High School,Skilled Manual,F,M,0,2,0,0,34261,43,0
18363,,Lucas,N,Ward,,8369 Dutch Slough Rd.,,Oklahoma City-73101-Oklahoma,1/6/78,High School,Skilled Manual,M,M,1,2,0,0,48132,67,0
18364,,Eduardo,L,Gray,,3557 Harvard Court,,Atlanta-30301-Georgia,4/6/78,Partial College,Skilled Manual,M,M,0,1,0,0,48881,66,0
18365,,Daniel,W,Lewis,,9621 Laurel Drive,,Boston-2101-Massachusetts,9/20/78,Partial College,Skilled Manual,M,M,1,1,0,0,60123,68,0
18366,,Alexandria,,Richardson,,2987 Wiget Lane,,Washington-20001-DC,5/25/78,Partial College,Skilled Manual,F,M,0,2,0,0,76242,53,0
18367,,Edwin,F,Wu,,3906 El Dorado Way,,Toledo-43601-Ohio,10/25/45,Partial High School,Clerical,M,M,1,2,1,2,15411,70,0
18370,,Tristan,L,Flores,,1955 C Street,,Phoenix-85001-Arizona,2/12/71,Graduate Degree,Skilled Manual,M,M,1,0,1,1,100726,97,1
18371,,Jessica,,Morgan,,5602 Greer Ave,,Jersey City-7302-New Jersey,11/7/71,Graduate Degree,Skilled Manual,F,M,1,0,1,1,96449,63,0
18372,,Jeremiah,,Thomas,,4024 Montana,# 113,Stockton-95201-California,3/22/72,Graduate Degree,Skilled Manual,M,M,1,0,1,1,90937,91,0
18373,,Stephanie,,Roberts,,7916 Valley Ave.,# 434,Louisville-40201-Kentucky,8/11/72,Bachelors,Skilled Manual,F,M,1,0,1,1,50215,58,0
18374,,Logan,,King,,2319 Hilltop Dr.,,Sacramento-94203-California,10/17/64,Partial College,Professional,M,M,1,0,2,5,120742,116,1
18375,,Michelle,,Morris,,4584 Pinetree Ct.,,Toledo-43601-Ohio,5/23/64,Bachelors,Management,F,M,1,4,0,2,141285,65,0
18376,,Abigail,L,Diaz,,5134 Oak Park Blvd,,Corpus Christi-78401-Texas,7/26/56,Partial College,Professional,F,M,1,0,2,3,82205,69,0
18377,,Madison,W,Robinson,,200 Mitchelleanjen Ln.,,Plano-75023-Texas,7/5/56,Partial College,Professional,F,S,1,1,2,3,68250,67,0
18378,,Dalton,E,Foster,,7097 Algiers Drive,,Louisville-40201-Kentucky,4/13/56,Partial College,Professional,M,M,0,2,0,3,131440,92,0
18379,,Abigail,R,Robinson,,2934 Village Pl.,,Sacramento-94203-California,9/19/56,Partial College,Professional,F,M,0,2,0,3,102257,53,0
18380,,Kaitlyn,G,Kelly,,7710 Pine St,,Memphis-37501-Tennessee,6/27/56,Partial College,Professional,F,M,1,1,1,2,104266,62,0
18381,,Katherine,,Ward,,6620 Leonard Ct.,,Los Angeles-90001-California,11/5/56,Partial College,Professional,F,S,1,1,1,2,106210,64,0
18382,,Isabella,,Garcia,,2505 Maywood Ln.,,Sacramento-94203-California,2/6/63,Partial College,Professional,F,M,1,2,3,4,98935,89,1
18384,,Nicole,J,Williams,,6688 Richard Place,,Oklahoma City-73101-Oklahoma,1/26/63,Partial College,Professional,F,S,0,1,0,0,118604,50,0
18385,,Miguel,,Gonzalez,,6702 Smiling Tree Court,,Lincoln-68501-Nebraska,6/19/63,Bachelors,Management,M,M,1,4,2,4,166892,121,1
18386,,Kevin,,Shan,,8719 St. Peter Court,,Sacramento-94203-California,5/26/63,Partial College,Professional,M,M,1,3,3,4,172703,141,1
18387,,Carlos,,Green,,3655 Sodaro Dr.,,Lincoln-68501-Nebraska,8/13/63,Bachelors,Management,M,M,1,4,2,3,156240,120,1
18389,,Marcus,T,Gray,,7610 Northridge Ct.,,Austin-73301-Texas,2/23/62,Partial College,Professional,M,S,0,2,4,5,121082,132,1
18390,,Blake,,Thompson,,9027 Alan Dr,,Orlando-32801-Florida,4/4/62,Partial College,Professional,M,M,1,2,4,5,117655,147,1
18392,,Jasmine,C,Gonzales,,1914 N Lucile Lane,,Tampa-33601-Florida,6/24/62,Partial College,Professional,F,S,0,2,4,5,98936,90,1
18393,,Angela,D,Ross,,8390 Galloway Dr,,Jersey City-7302-New Jersey,7/21/62,Partial College,Professional,F,M,1,3,2,2,100694,77,0
18394,,Sean,A,Wright,,864 Wee Donegal,,Memphis-37501-Tennessee,5/19/62,Partial College,Professional,M,M,1,3,2,2,127364,122,1
18395,,Xavier,D,Howard,,5778 Hames Dr.,,Santa Ana-92701-California,7/4/62,Partial College,Professional,M,M,1,4,2,2,103959,115,1
18397,,Louis,S,Anand,,1256 American Beauty Dr,,Tampa-33601-Florida,6/12/62,Partial College,Professional,M,M,1,4,2,3,119649,112,1
18398,,Geoffrey,,Sanchez,,8463 Vista Avenue,,Colorado Springs-80901-Colorado,1/20/62,Bachelors,Management,M,S,1,3,3,3,168691,138,1
18399,,Sara,D,Torres,,7740 LaCrosse Ave,,Milwaukee-53201-Wisconsin,2/9/62,Partial College,Professional,F,S,1,4,3,3,147228,79,1
18400,,Jeremiah,A,Jackson,,8683 San Antonio,,Minneapolis-55401-Minnesota,6/24/62,High School,Professional,M,S,1,4,3,3,150191,126,1
18401,,Joshua,,Jones,,8938 West Hookston Road,,Omaha-68101-Nebraska,9/24/61,Partial College,Professional,M,S,1,3,4,5,86916,124,1
18402,,Kimberly,,Kelly,,8967 Chrislend Court,,Chicago-60601-Illinois,11/17/61,Partial College,Professional,F,M,1,3,4,5,104139,99,1
18403,,Madeline,R,Phillips,,1542 Del Rey St.,,San Jose-95101-California,2/26/61,Partial College,Professional,F,S,1,3,4,5,103396,86,1
18404,,Alicia,,Raji,,4977 Martin St.,,Los Angeles-90001-California,8/7/61,Partial College,Professional,F,M,1,3,4,5,94171,95,1
18405,,Sheila,,Gutierrez,,3023 Adria Drive,,Virginia Beach-23450-Virginia,6/10/61,Bachelors,Management,F,M,1,3,3,3,149472,86,0
18406,,Zachary,,Ross,,6145 Frisbie Court,,Tulsa-74101-Oklahoma,10/27/61,Bachelors,Management,M,S,0,2,3,3,150474,128,1
18407,,Maria,,Griffin,,9662 Red Leaf,,Portland-97201-Oregon,11/20/55,High School,Professional,F,M,0,2,0,2,73827,49,0
18408,,Cody,,West,,4192 May Rd.,,Durham-27701-North Carolina,12/5/55,High School,Professional,M,S,1,2,0,2,90864,74,1
18409,,Olivia,K,Washington,,7214 Elliott Dr,,Stockton-95201-California,9/12/55,High School,Professional,F,M,0,2,0,2,70184,47,0
18410,,Joshua,M,Davis,,3385 Crestview Drive,,Denver-80201-Colorado,11/21/55,High School,Professional,M,M,0,2,0,2,95067,81,1
18411,,Jack,J,Powell,,879 South Royal Links,,Cincinnati-45201-Ohio,7/21/55,High School,Professional,M,M,0,2,0,2,85030,79,0
18412,,Mary,,Parker,,4080 Mendocino Dr,,Phoenix-85001-Arizona,3/27/55,High School,Professional,F,S,1,0,3,4,66786,74,1
18413,,Samuel,F,Jackson,,676 Yosemite Ct,,Newark-7101-New Jersey,8/1/55,Partial College,Professional,M,M,1,1,2,3,134244,121,1
18414,,Gabrielle,,Griffin,,4575 Sandiago Drive,,Albuquerque-87101-New Mexico,10/5/35,Partial College,Professional,F,M,0,2,0,3,53473,40,0
18415,,Summer,E,Mehta,,328 Shell Dr.,,Cincinnati-45201-Ohio,11/20/35,Graduate Degree,Management,F,M,1,2,0,4,97718,48,0
18416,,Emma,K,Peterson,,2431 Santa Lucia Dr.,,Arlington-76010-Texas,5/22/60,Partial College,Professional,F,M,1,4,2,3,94076,71,0
18417,,Jonathan,,Roberts,,8992 E. 32nd St.,,Sacramento-94203-California,6/10/60,Partial College,Professional,M,M,1,4,3,5,155345,131,1
18418,,Dawn,L,Sun,,4392 Lakeview Pl.,,Atlanta-30301-Georgia,12/23/60,Partial College,Professional,F,S,1,4,3,3,130368,81,1
18419,,Rachel,,Johnson,,8149 Olivera Road,,Oklahoma City-73101-Oklahoma,12/17/60,High School,Professional,F,M,1,4,3,3,139385,92,0
18420,,Riley,L,Stewart,,2369 Teak St.,,Baltimore-21201-Maryland,4/17/60,Partial College,Professional,F,M,0,3,3,3,125215,82,0
18421,,Megan,E,Morgan,,3030 Blackburn Ct.,,Washington-20001-DC,8/16/60,Graduate Degree,Management,F,M,1,4,0,1,128136,56,0
18422,,Taylor,A,Jones,,3350 Northridge Road,,Los Angeles-90001-California,5/3/60,Bachelors,Management,F,S,0,3,1,1,142229,62,0
18423,,Christian,S,Jones,,202 Seaview Dr.,,Louisville-40201-Kentucky,8/4/54,Partial High School,Skilled Manual,M,S,0,2,0,2,106680,74,0
18424,,Samuel,,Williams,,2656 Brook Way,,Newark-7101-New Jersey,7/12/54,High School,Professional,M,S,1,2,0,2,89863,69,0
18425,,Garrett,L,Brooks,,635 Chickpea Ct.,,Orlando-32801-Florida,9/14/54,High School,Professional,M,M,0,2,0,2,97334,79,0
18426,,Luke,,Gonzales,,3519 Brookside Drive,,Newark-7101-New Jersey,3/24/53,Graduate Degree,Management,M,M,1,2,0,3,117256,85,0
18427,,Justin,,Diaz,,6386 Holiday Hill Dr,,Lincoln-68501-Nebraska,4/23/53,Graduate Degree,Management,M,M,1,2,0,3,123652,80,0
18428,,Alexis,,Henderson,,2481 Scottsdale Rd.,,Miami-33101-Florida,2/21/53,Graduate Degree,Management,F,S,1,2,0,3,86787,48,0
18429,,Faith,R,Gonzales,,5026 Clearbrook Drive,,St. Louis-63101-Missouri,3/14/53,Graduate Degree,Management,F,S,1,2,0,3,89444,49,0
14621,,Chloe,D,Morris,,4827 Gilardy Drive,,New York-10001-New York,8/8/62,Bachelors,Professional,F,S,1,1,0,1,92657,55,0
18432,,Jordan,L,Lopez,,6697 Ridge Park Drive,,El Paso-79901-Texas,4/8/38,Graduate Degree,Management,F,M,1,2,0,5,94246,46,0
18433,,Seth,M,Ross,,3588 Green Valley Road,,Dallas-75201-Texas,7/27/38,Graduate Degree,Management,M,M,0,2,0,5,127089,75,0
18434,,Clayton,,Stone,,8924 Lindley Ct.,,Philadelphia-19101-Pennsylvania,2/1/38,Graduate Degree,Management,M,M,1,2,0,4,153455,78,0
18435,,Maria,I,Phillips,,2650 Portside Ct,,Charlotte-28201-North Carolina,8/19/39,Graduate Degree,Management,F,S,1,2,0,5,94616,47,0
18436,,Richard,,Johnson,,3128 Second Street,,Corpus Christi-78401-Texas,5/20/39,Graduate Degree,Management,M,M,0,2,0,4,140709,82,0
18437,,Isabella,A,Butler,,4910 Melinda Court,,Las Vegas-89101-Nevada,12/8/40,Graduate Degree,Management,F,M,1,2,0,5,94917,47,0
18438,,Sheila,J,Sanz,,2153 Hooftrail Way,,Cleveland-44101-Ohio,3/24/41,Graduate Degree,Management,F,M,1,2,0,3,95344,49,0
18440,,Joe,,Ashe,,4250 Cross Road,,San Jose-95101-California,11/4/41,Graduate Degree,Management,M,M,1,2,0,3,104071,77,0
18441,,Tabitha,A,Munoz,,8423 Roundtree Court,,Lexington-40502-Kentucky,8/21/41,Graduate Degree,Management,F,M,1,2,0,5,87104,51,0
18442,,Mason,,Hill,,1866 Seagull Court,,Albuquerque-87101-New Mexico,3/2/41,Graduate Degree,Management,M,S,1,2,0,5,107209,75,0
18443,,Ross,,Lopez,,8553 Wilson Lane,,Anaheim-92801-California,8/8/47,Partial High School,Clerical,M,M,1,2,1,2,38820,77,0
18444,,Shannon,,Chow,,2715 Euclid Ave.,,Greensboro-27401-North Carolina,7/14/47,High School,Skilled Manual,F,S,1,2,0,4,20232,38,0
18445,,Colin,J,Li,,9890 Bloching Circle,,Tucson-85701-Arizona,11/21/47,High School,Skilled Manual,M,M,1,2,0,4,24668,56,0
18446,,Larry,,Ramos,,9521 Sun View Terr,,Colorado Springs-80901-Colorado,2/18/47,High School,Skilled Manual,M,M,0,2,0,4,37904,65,0
18447,,Renee,,Ortega,,9410 Ferry St.,,Los Angeles-90001-California,9/24/48,Partial High School,Clerical,F,M,1,2,1,2,14443,49,0
18448,,Jennifer,S,Bailey,,893 Thornwood Drive,,Irvine-92602-California,1/2/78,Partial College,Skilled Manual,F,M,1,2,0,0,70339,53,0
18449,,Derrick,,Ramos,,5175 Reisling Court,,San Antonio-78201-Texas,9/13/77,Partial High School,Clerical,M,M,0,2,0,0,45670,68,0
18450,,Willie,S,Shen,,130 North Main St.,,Columbus-43085-Ohio,8/23/48,Partial High School,Clerical,M,M,1,2,1,2,33559,74,0
18451,,Dale,,Pal,,5785 Ygnacio Valley Road,,Anchorage-99501-Alaska,5/8/48,Partial High School,Clerical,M,M,1,2,1,2,11230,65,0
18452,,Bruce,D,Martinez,,329 Shelly Dr,,Memphis-37501-Tennessee,6/12/48,Partial College,Clerical,M,M,0,2,0,3,51172,69,0
18454,,George,C,Perez,,9365 G St.,,Atlanta-30301-Georgia,11/23/77,Partial College,Skilled Manual,M,S,1,2,0,0,86291,67,0
18455,,Alejandro,,Wu,,3799 Hilton Way,,Durham-27701-North Carolina,9/25/77,Partial College,Skilled Manual,M,M,0,2,0,0,83797,79,1
18456,,Timothy,L,Bailey,,896 Shannon Lane,,Atlanta-30301-Georgia,9/5/77,Partial College,Skilled Manual,M,S,0,2,0,0,88590,70,0
18457,,Olivia,E,White,,5206 Damascus Loop,,Raleigh-27601-North Carolina,1/16/50,Partial College,Clerical,F,M,0,2,0,3,48265,46,0
18459,,Toni,,Sai,,5275 Whitehall Drive,,Minneapolis-55401-Minnesota,1/11/80,Partial College,Skilled Manual,F,S,0,2,0,0,38564,42,0
18460,,Faith,,Butler,,3704 Panoramic Drive,,Atlanta-30301-Georgia,4/9/80,Partial College,Skilled Manual,F,S,0,2,0,0,73889,38,1
18461,,Tina,J,Martinez,,9093 Kirker Pass Road,,Minneapolis-55401-Minnesota,7/14/52,High School,Skilled Manual,F,M,0,2,0,3,46506,49,0
18465,,Jamie,S,Yang,,2111 Freedom Court,,Tucson-85701-Arizona,2/22/52,High School,Skilled Manual,F,S,1,2,0,3,47686,44,0
18466,,Joy,A,Gutierrez,,6396 Market Place,,Durham-27701-North Carolina,3/12/53,Partial College,Skilled Manual,F,M,1,2,0,2,52001,52,0
18467,,Darren,,Townsend,,7918 Snyder Lane,,Anaheim-92801-California,11/24/53,Partial College,Skilled Manual,M,S,1,2,0,3,70281,76,0
18468,,Joel,,Sanchez,,2773 Bonifacio Street,,Plano-75023-Texas,5/4/53,Partial College,Skilled Manual,M,S,1,2,0,3,55823,66,1
18469,,Robyn,A,Rubio,,1940 Nulty Drive,,Colorado Springs-80901-Colorado,3/10/54,Partial College,Skilled Manual,F,S,0,2,0,2,96833,50,1
18470,,Jennifer,,Taylor,,7461 Megan Dr.,,Kansas City-64101-Missouri,10/19/54,Partial College,Skilled Manual,F,S,0,2,0,2,95175,44,1
18471,,Paige,J,Stewart,,3980 Park Glenn,,Orlando-32801-Florida,2/17/75,Partial College,Skilled Manual,F,S,0,2,0,0,55653,49,1
18472,,Hannah,C,Ross,,7986 Southdale,,Albuquerque-87101-New Mexico,6/4/75,High School,Skilled Manual,F,S,1,2,0,0,61956,45,0
18473,,Nathaniel,J,Rogers,,2075 Alvina Dr.,,San Antonio-78201-Texas,5/27/75,Partial College,Skilled Manual,M,M,1,2,0,0,72640,77,0
18474,,James,,Smith,,6013 Meier Road,,Pittsburgh-15201-Pennsylvania,7/11/75,Partial College,Skilled Manual,M,M,1,2,0,0,90800,81,0
18475,,Natalie,T,Brown,,974 Peach Place,,Raleigh-27601-North Carolina,5/26/74,High School,Skilled Manual,F,S,0,2,0,0,49312,45,0
18476,,Brooke,,Rogers,,657 West M Street,,Boston-2101-Massachusetts,8/17/74,High School,Skilled Manual,F,S,0,2,0,0,27731,39,0
18477,,Angelica,G,Hughes,,6622 First Ave.,,Minneapolis-55401-Minnesota,8/10/73,Partial College,Skilled Manual,F,S,0,2,0,0,82948,50,1
18478,,Eduardo,B,Roberts,,3341 Teakwood Dr,,Boston-2101-Massachusetts,10/5/73,Partial College,Professional,M,M,1,2,0,0,80953,76,0
18479,,Stacey,G,Chen,,8470 Cliffside Drive,,Lexington-40502-Kentucky,10/19/73,Partial College,Professional,F,M,1,2,0,0,74026,48,0
18480,,Heidi,,Suri,,1542 Orwood Dr,,Minneapolis-55401-Minnesota,7/9/73,Partial College,Professional,F,S,1,2,0,0,68495,49,0
18482,,Sharon,,Nara,,1930 Many Lane,,Aurora-80010-Colorado,9/15/55,High School,Skilled Manual,F,S,0,2,0,2,98240,48,0
18483,,Byron,J,Gill,,9924 Trinidad,,Aurora-80010-Colorado,3/10/55,High School,Skilled Manual,M,S,0,2,0,2,131047,78,0
18484,,Dustin,M,Sharma,,4262 Monterey Ave.,,Los Angeles-90001-California,12/16/55,High School,Skilled Manual,M,S,0,2,0,2,105430,74,0
18485,,Devin,,Gonzalez,,9618 San Rafael,,Cleveland-44101-Ohio,11/21/55,High School,Skilled Manual,M,S,1,2,0,2,112723,76,0
18486,,Kari,,Torres,,4006 Jane Ct,,Phoenix-85001-Arizona,12/6/56,High School,Skilled Manual,F,S,1,2,0,2,66607,46,0
18487,,Tasha,J,Nath,,4992 Yorba Linda,,Louisville-40201-Kentucky,10/10/56,High School,Skilled Manual,F,S,0,2,0,2,72037,49,0
18489,,Johnny,R,Nara,,7800 Olivera Rd.,,Los Angeles-90001-California,9/16/56,High School,Skilled Manual,M,M,1,2,0,2,74937,73,0
18490,,Brad,S,Rai,,7305 Ten Penny Lane,,Fresno-93701-California,11/23/57,High School,Professional,M,S,0,2,0,2,92897,73,0
18491,,Michele,D,Gonzalez,,2748 Anyway St.,,Portland-97201-Oregon,5/27/57,High School,Professional,F,S,1,2,0,2,80477,49,0
18492,,Tamara,H,Johnston,,7518 Pepperridge Place,,Tulsa-74101-Oklahoma,10/13/58,Bachelors,Management,F,S,1,2,1,1,96318,56,1
18493,,Kaitlin,,McDonald,,3543 Lori Dr.,Apt 110c,Indianapolis-46201-Indiana,9/3/58,Bachelors,Management,F,M,1,3,1,1,103607,68,1
18494,,Marcus,A,Young,,7791 Running Springs Road,,San Jose-95101-California,5/7/58,Bachelors,Management,M,M,1,4,1,5,177247,109,0
18495,,Jeremy,E,Phillips,,275 South Ranchford Ct,,Anaheim-92801-California,9/3/58,Bachelors,Management,M,S,1,4,1,5,167011,97,0
18496,,Vincent,,Zheng,,7199 Santa Fe Dr.,,Omaha-68101-Nebraska,2/5/58,Graduate Degree,Management,M,S,1,3,0,0,179653,81,0
18497,,Fernando,W,Evans,,9314 Icicle Way,,Washington-20001-DC,8/19/73,Bachelors,Management,M,S,0,1,0,0,120271,82,0
18499,,Darren,I,Rodriguez,,5414 Cambelback Place,,Corpus Christi-78401-Texas,5/20/74,Partial College,Professional,M,S,1,2,0,0,99681,76,0
18500,,Jose,,Brown,,4597 Sunshine Drive,,Stockton-95201-California,6/25/74,Partial College,Professional,M,M,1,2,0,0,94204,82,0
18501,,Alexandra,,Powell,,7955 Cleveland Rd.,,Baltimore-21201-Maryland,8/11/74,Partial College,Professional,F,S,0,2,0,0,71877,43,0
18502,,Pamela,,Madan,,8494 Rollingwood Dr.,,Tucson-85701-Arizona,10/4/74,High School,Professional,F,M,1,2,0,0,84445,56,0
18503,,Timothy,E,Peterson,,6837 Pirate Lane,,Cleveland-44101-Ohio,5/16/66,Bachelors,Management,M,S,0,1,0,0,169992,83,0
18504,,Angel,,Adams,,9556 Lyman Rd.,,Lexington-40502-Kentucky,2/6/57,Partial High School,Skilled Manual,M,M,0,2,0,2,82725,75,0
18505,,Carol,,Scott,,1837 North Main St.,,San Antonio-78201-Texas,11/4/57,High School,Professional,F,M,0,2,0,2,82374,55,0
18506,,Evan,,Bradley,,5348 Maryland Dr.,,Wichita-67201-Kansas,1/17/57,High School,Professional,M,M,0,2,0,2,92684,78,0
18507,,Edward,,Baker,,7439 Laguna Niguel,,Tulsa-74101-Oklahoma,7/13/57,High School,Professional,M,M,0,2,0,2,86451,77,0
18508,,Michele,,Chander,,2785 Snow Drive,,Anaheim-92801-California,7/24/57,Partial College,Professional,F,S,1,0,2,3,75011,71,1
18509,,Xavier,G,Foster,,9458 Flame Drive,,Bakersfield-93301-California,4/16/56,High School,Professional,M,M,0,2,0,2,87064,81,0
18510,,Samuel,A,Washington,,6290 Chinquapin Court,,Austin-73301-Texas,2/26/56,High School,Professional,M,S,1,2,0,2,87836,75,1
18511,,Mya,,Jenkins,,4595 Sudden Loop,,Miami-33101-Florida,5/23/56,Partial College,Professional,F,S,1,2,0,3,87045,49,1
18512,,Alex,L,Torres,,3497 Springvale Court,,Anaheim-92801-California,6/8/56,Partial College,Professional,M,M,0,2,0,3,91079,78,0
18513,,Edwin,,Xu,,3396 El Dorado Way,,Chula Vista-91910-California,11/19/56,Partial College,Professional,M,M,0,2,0,3,89782,80,0
18514,,Anne,,Romero,,5781 Sharon Dr.,,San Antonio-78201-Texas,12/17/56,Partial College,Professional,F,S,1,2,0,3,85921,51,0
18515,,Gabrielle,,Patterson,,4224 Almond Avve,,Denver-80201-Colorado,7/8/56,Partial College,Professional,F,M,0,2,0,3,76057,49,0
18516,,Juan,,Brooks,,6576 Lime Ridge Dr.,,Omaha-68101-Nebraska,8/7/32,Graduate Degree,Management,M,S,1,2,0,3,124731,63,0
18517,,Tristan,,Diaz,,1781 Old Mt. View Drive,,Pittsburgh-15201-Pennsylvania,3/6/65,Bachelors,Management,M,M,1,4,1,3,110538,97,0
18518,,Stephanie,,Scott,,7177 Marsh Drive,,Santa Ana-92701-California,5/12/65,Bachelors,Management,F,S,1,4,1,4,102611,64,1
18519,,Alex,,Cook,,6692 Black Walnut Court,,Fort Wayne-46801-Indiana,8/24/65,Partial College,Professional,M,M,1,4,1,4,117054,105,0
18520,,Rafael,D,Huang,,4124 Escobar St,,Irvine-92602-California,11/27/65,Bachelors,Management,M,M,1,3,2,2,163260,120,1
18521,,Meghan,E,Rowe,,5325 Pinecreek Way,,Phoenix-85001-Arizona,3/20/65,Bachelors,Management,F,M,1,4,2,2,146283,80,1
18522,,Jeremiah,L,Smith,,6124 Clay Road,,San Diego-92101-California,3/8/65,Graduate Degree,Management,M,M,1,4,1,1,185190,110,0
18523,,Samuel,M,Foster,,269 Red Leaf Way,,Colorado Springs-80901-Colorado,7/13/64,Bachelors,Management,M,M,1,0,3,4,141307,134,1
18524,,Edward,E,Alexander,,9755 Glen Road,,Cleveland-44101-Ohio,3/25/64,Bachelors,Management,M,M,1,0,3,4,141573,137,1
18525,,Jack,R,Lal,,1306 B St.,,Newark-7101-New Jersey,4/2/63,Graduate Degree,Professional,M,M,1,0,2,3,107249,118,1
18526,,Kevin,,Hernandez,,4635 Patterson Court,,Cincinnati-45201-Ohio,12/24/62,Bachelors,Professional,M,S,0,1,0,1,100286,73,1
18527,,Jonathan,B,Baker,,1560 Harbor View Drive,,Philadelphia-19101-Pennsylvania,8/28/62,Partial College,Skilled Manual,M,M,1,1,0,1,77470,78,0
18528,,John,M,Rodriguez,,5371 El Pintado Road,,Baltimore-21201-Maryland,11/3/62,Partial College,Skilled Manual,M,M,1,1,0,1,89809,77,1
18529,,Albert,W,Castro,,1083 W. Hookston Road,,Albuquerque-87101-New Mexico,2/19/61,High School,Skilled Manual,M,S,1,3,3,4,50930,96,1
18530,,Wyatt,M,Evans,,6532 Pinecrest Rd,#508,Toledo-43601-Ohio,12/20/42,Graduate Degree,Management,M,M,1,2,0,3,119278,77,0
